	ResponseID	OrganismID	LogcVar	TObs	MatrixID	In_on	Temperature	PropertyID	ID	Time	Value_y
267	31977	ec	0.5	336.0	poultry	chicken mince	4.0	indigenous	5414	336.0	2.6
273	31979	ta	4.1	336.0	poultry	chicken mince	4.0	indigenous	5430	0.0	5.9
274	31979	ta	4.1	336.0	poultry	chicken mince	4.0	indigenous	5431	24.0	6.0
275	31979	ta	4.1	336.0	poultry	chicken mince	4.0	indigenous	5432	72.0	7.2
276	31979	ta	4.1	336.0	poultry	chicken mince	4.0	indigenous	5433	168.0	9.4
277	31979	ta	4.1	336.0	poultry	chicken mince	4.0	indigenous	5434	336.0	10.0
283	31981	ec	0.7	336.0	poultry	chicken mince	4.0	indigenous	5450	0.0	2.9
284	31981	ec	0.7	336.0	poultry	chicken mince	4.0	indigenous	5451	24.0	2.9
285	31981	ec	0.7	336.0	poultry	chicken mince	4.0	indigenous	5452	72.0	2.8
286	31981	ec	0.7	336.0	poultry	chicken mince	4.0	indigenous	5453	168.0	2.9
287	31981	ec	0.7	336.0	poultry	chicken mince	4.0	indigenous	5454	336.0	2.2
288	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8911	0.0	5.61
289	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8912	48.0	5.58
290	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8913	120.0	5.47
291	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8914	168.0	5.39
292	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8915	240.0	5.71
293	43773	ec	0.33	336.0	poultry	chicken breast	4.0	Other	8916	336.0	5.72
294	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8917	0.0	5.69
295	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8918	48.0	5.71
296	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8919	120.0	5.7
297	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8920	168.0	5.56
298	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8921	240.0	6.19
299	43774	lm	1.14	336.0	poultry	chicken breast	4.0	Other	8922	336.0	6.7
300	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8923	0.0	6.45
301	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8924	48.0	6.37
302	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8925	120.0	6.38
303	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8926	168.0	6.28
304	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8927	240.0	6.24
305	43775	ss	0.21	336.0	poultry	chicken breast	4.0	Other	8928	336.0	6.25
306	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8929	0.0	7.3
307	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8930	48.0	6.68
308	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8931	120.0	7.14
309	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8932	168.0	7.34
310	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8933	240.0	7.7
311	43776	ec	1.36	336.0	poultry	chicken breast	4.0	Other	8934	336.0	8.04
312	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8935	0.0	6.21
313	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8936	48.0	7.03
314	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8937	120.0	7.62
315	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8938	168.0	7.68
316	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8939	240.0	8.05
317	43777	lm	2.43	336.0	poultry	chicken breast	4.0	Other	8940	336.0	8.64
318	43778	ss	0.92	336.0	poultry	chicken breast	4.0	Other	8941	0.0	7.3
319	43778	ss	0.92	336.0	poultry	chicken breast	4.0	Other	8942	48.0	7.34
